CONTROL,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,BP1_2C,FAC_DEL
1440253,03,01,2,3,02,02,14,000795
1440490,03,01,1,1,07,02,14,001504
1440299,04,01,2,2,02,01,14,000708
1440334,04,01,1,1,05,01,14,002280
1450033,12,01,1,2,05,02,14,003080
1440223,04,01,1,1,01,01,14,000998
1440049,02,01,1,2,03,05,14,000733
1440585,01,01,2,3,03,01,14,000740
1440574,03,01,3,5,08,01,14,002418
1440584,05,01,2,5,02,02,14,000856
1440168,04,01,4,5,03,02,14,000743
2740344,02,01,1,1,02,02,14,000206
1440025,04,02,1,1,05,01,14,001648
1440548,04,01,5,5,02,02,14,000846
1440400,02,01,1,1,03,04,14,000728
0640363,05,01,2,2,02,01,14,000067
1440401,02,01,1,1,03,05,14,000817
1440140,05,01,2,2,04,01,14,000681
1440124,01,01,1,2,05,02,14,003264
1440306,04,01,1,1,06,01,14,002508
1440277,03,01,2,2,03,02,14,000728
1440130,03,01,2,2,09,01,14,000740
1440041,02,01,2,2,02,03,14,000735
1440040,04,02,1,1,01,01,14,000804
1440294,03,01,1,5,02,02,14,000798
1440594,04,01,1,1,05,03,14,003555
1440537,02,01,3,3,05,03,14,001270
1440537,02,01,1,1,11,03,14,001270
1440272,04,01,1,1,02,01,14,000847
1440042,05,01,1,1,09,01,14,001540
1440167,02,01,1,2,02,01,14,000882
1440454,05,01,1,2,02,01,14,000537
1440075,01,01,2,2,02,01,14,000744
1440574,01,01,1,1,09,01,14,000806
1440075,04,01,1,1,06,02,14,002232
1440092,04,01,1,1,02,03,14,001063
1440412,02,01,2,2,05,04,14,004436
1440047,04,01,1,1,09,02,14,002520
1440221,05,01,1,1,02,03,14,000798
1440371,03,01,1,1,02,02,14,000742
1440346,04,01,1,1,08,01,14,001272
1440168,04,01,1,5,03,02,14,000743
1440566,01,01,2,2,03,01,14,000882
1450003,01,01,1,1,05,02,14,000644
1440487,03,01,1,1,01,01,14,000876
1440299,04,01,1,2,02,01,14,000708
1440223,01,01,1,1,04,02,14,000998
1440036,03,01,1,1,02,01,14,000929
1440314,02,01,1,2,02,02,14,000816
1440574,03,01,4,5,08,01,14,002418
1440360,01,01,1,1,02,02,14,000893
1440140,01,01,1,1,07,02,14,001362
1440241,05,01,1,1,09,01,14,001634
1440548,04,01,1,5,02,02,14,000846
1440548,05,01,1,1,12,03,14,003384
1440140,04,01,1,2,04,01,14,000681
1440593,01,01,1,1,09,01,14,001472
1440084,02,01,1,1,05,01,14,000823
1440121,03,01,1,1,03,02,14,000791
1440594,03,01,3,3,02,01,14,000711
1440121,01,01,1,1,05,01,14,001582
1440434,02,01,1,1,01,04,14,000890
1440594,03,01,1,5,03,01,14,005688
1440272,01,01,1,2,09,01,14,000847
1440571,01,01,1,3,05,04,14,004605
1440294,03,01,4,5,02,02,14,000798
1440272,04,01,1,1,05,01,14,001694
1440389,03,01,1,1,13,02,14,001534
1440294,03,01,2,5,02,02,14,000798
1440167,01,01,1,2,07,02,14,002646
1460016,12,01,1,1,09,01,14,000786
1440574,02,01,1,1,02,05,14,000806
1440168,04,01,1,1,01,02,14,000743
1400022,15,01,1,1,05,01,14,003141
1440438,05,01,1,1,05,02,14,001658
1440076,04,01,1,1,02,01,14,000823
1440221,02,01,3,3,05,01,14,002394
3200017,03,01,1,2,08,02,14,000687
1440118,02,01,1,1,05,02,14,001760
1440574,03,01,1,1,06,01,14,002418
1440197,02,01,2,5,03,02,14,000855
1450023,18,01,1,1,13,02,14,001944
1440574,03,01,1,5,08,01,14,002418
1440047,05,01,1,1,01,01,14,000840
1440294,03,01,1,1,10,02,14,001596
1440584,04,01,3,3,02,01,14,000856
1440062,02,01,2,2,07,01,14,001658
1440168,05,01,1,1,02,02,14,000743
1440047,05,01,2,4,02,01,14,000840
1440583,03,01,2,2,09,02,14,001174
2540307,01,01,1,2,05,01,14,000500
1850017,03,01,1,1,03,01,14,000201
1440401,01,01,1,1,03,01,14,000817
1440136,03,01,1,1,05,01,14,001606
1440547,04,01,1,2,05,01,14,002787
1440135,03,01,1,1,02,01,14,000809
1440135,01,01,1,1,02,02,14,000809
1440309,02,01,1,1,02,02,14,000939
1440123,02,01,1,1,03,03,14,000769
1440388,02,01,1,3,02,01,14,000729
0650089,20,01,1,1,08,01,14,000198
1440306,05,01,1,2,01,02,14,000836
1440232,05,01,2,5,03,01,14,000608
1440167,01,01,1,1,02,02,14,000882
1440434,02,01,1,1,06,04,14,003560
1450048,11,01,2,2,02,02,14,000645
1440571,01,01,2,3,05,04,14,004605
1440168,02,01,1,1,04,01,14,000743
1440454,04,01,1,3,02,02,14,000537
1460016,15,01,1,1,05,01,14,000786
1440253,03,01,1,3,02,02,14,000795
2640161,05,01,1,1,05,01,14,000477
1440454,05,01,2,2,02,01,14,000537
1440390,02,01,1,2,03,03,14,000785
1440075,01,01,1,2,02,01,14,000744
1440574,03,01,1,2,03,01,14,000806
1440076,03,01,1,1,02,04,14,000823
1440412,02,01,1,2,05,04,14,004436
1440574,03,01,2,2,03,01,14,000806
1440118,02,01,1,1,02,02,14,000880
1450048,19,01,1,1,09,01,14,001935
1440221,02,01,1,1,03,01,14,000798
1440157,05,01,2,2,02,01,14,000855
1440179,03,01,1,1,07,01,14,001640
1440584,04,01,2,3,02,01,14,000856
1440449,02,01,5,5,06,01,14,001174
1440346,05,01,2,2,09,01,14,001908
1440223,05,01,2,2,03,04,14,000998
1440241,05,01,1,1,11,01,14,001634
1440296,05,01,1,1,01,01,14,000740
1440186,02,01,2,2,05,02,14,001590
1440400,01,01,2,2,02,01,14,000728
1440181,02,01,1,1,05,01,14,001508
1440547,04,01,1,2,02,01,14,000929
1440167,01,01,2,2,07,02,14,002646
1440548,04,01,4,5,02,02,14,000846
1440475,03,01,1,3,09,01,14,000731
2140046,02,01,1,1,07,01,14,000562
1440201,04,03,1,1,05,01,14,000809
1440088,05,01,1,1,03,01,14,000930
1440114,03,01,1,1,03,02,14,000660
3250021,19,01,1,1,01,03,14,000247
1440594,01,01,1,1,05,03,14,002133
1440039,01,01,1,1,13,01,14,001206
1440434,02,02,1,2,05,01,14,000890
1440039,04,01,1,1,09,01,14,001206
1440040,04,01,1,1,06,01,14,002412
1440566,02,01,1,1,07,02,14,001764
1440040,01,01,1,1,05,03,14,003216
1440131,05,01,3,3,05,01,14,000705
1450047,13,01,1,2,03,01,14,000436
1440194,01,01,1,1,02,02,14,000913
1440587,02,01,1,2,03,01,14,000831
1460016,18,01,1,1,02,03,14,000786
0600012,07,01,1,1,07,01,14,000055
1440592,01,01,1,1,09,01,14,002274
1440475,03,01,3,3,09,01,14,000731
1440168,03,01,3,3,03,02,14,000743
1440103,04,01,2,2,02,02,14,000765
1440479,05,01,1,1,02,02,14,000731
1440547,04,01,2,2,02,01,14,000929
1440241,01,01,1,4,03,01,14,000817
1460016,15,01,1,1,01,01,14,000786
1440454,02,01,4,5,02,02,14,000537
1440061,03,01,1,1,07,01,14,000768
1440583,03,01,2,2,02,02,14,000587
1440574,03,01,5,5,08,01,14,002418
1440062,05,01,1,1,05,01,14,001658
1440574,05,01,1,1,01,02,14,000806
1440360,01,01,2,2,03,02,14,000893
1440186,02,01,1,2,05,02,14,001590
1440279,01,01,1,5,09,01,14,000673
1440181,05,01,2,2,02,02,14,000754
1440493,04,01,1,3,09,01,14,001614
1440118,01,01,2,2,02,01,14,000880
1440195,05,01,1,3,13,02,14,001378
1440062,01,01,2,4,02,02,14,000829
1440355,01,01,1,1,07,01,14,000619
1440306,05,01,5,5,03,02,14,001003
1440506,04,01,1,1,05,01,14,000874
1440088,04,01,1,1,13,02,14,001860
1440361,05,01,2,2,03,01,14,000912
1440114,05,02,1,1,07,01,14,001320
1440040,04,01,1,1,02,01,14,000804
1450048,10,01,1,1,08,01,14,001935
0150016,09,01,1,2,08,02,14,000384
1440197,02,01,1,5,03,02,14,000855
1440346,02,01,1,1,02,01,14,000636
1440114,05,02,2,2,02,01,14,000660
1440454,04,01,2,3,02,02,14,000537
1440062,01,01,1,4,02,02,14,000829
1440195,02,01,1,1,03,01,14,000689
1440308,03,01,1,1,02,04,14,000841
1440167,02,01,1,1,04,01,14,000882
1440410,05,01,1,1,03,02,14,000809
1440047,03,01,1,1,02,02,14,000840
1440104,03,01,1,1,03,01,14,000823
1440356,02,01,1,1,02,02,14,000928
1440592,03,01,1,2,02,04,14,000758
1440131,05,01,2,3,05,01,14,000705
1440181,02,01,1,1,09,01,14,001508
1440286,05,01,1,1,09,01,14,003234
1440168,04,01,2,5,03,02,14,000743
1440368,01,01,1,1,09,02,14,001688
1460016,12,01,1,1,07,01,14,000786
1450023,07,01,2,2,05,01,14,001296
1440584,02,01,1,1,02,02,14,000856
1440223,01,01,1,1,05,02,14,001996
1440186,02,01,1,1,09,02,14,001590
1440583,03,01,1,2,09,02,14,001174
1440583,03,01,1,1,03,02,14,000587
1440454,01,01,2,5,02,02,14,000537
1440115,02,03,2,2,02,01,14,000806
1440520,02,01,1,1,03,02,14,000726
1440506,04,01,3,3,06,01,14,000874
1440115,02,03,1,2,02,01,14,000806
1440371,03,01,1,3,03,02,14,000742
1440286,05,01,2,2,02,01,14,001078
1460016,12,01,1,1,02,01,14,000786
1440592,04,01,2,2,05,01,14,001516
1440140,05,01,1,2,04,01,14,000681
1440039,01,01,1,1,05,01,14,001206
1440594,03,01,1,3,02,01,14,000711
1440114,05,02,1,2,02,01,14,000660
1440592,01,01,4,4,03,01,14,000758
1440345,05,01,1,1,10,01,14,002649
1440574,02,01,1,1,05,05,14,002418
1440356,01,01,1,1,07,01,14,001856
1440047,03,01,1,1,06,02,14,001680
1440585,05,01,2,3,02,01,14,000740
1440306,05,01,4,5,03,02,14,001003
1440057,04,01,1,1,02,03,14,000792
1440408,05,01,5,5,03,02,14,001025
1440194,03,01,1,2,03,01,14,000913
1440047,02,01,1,2,03,02,14,000840
1450047,10,01,2,3,02,01,14,000436
1450047,10,01,1,3,02,01,14,000436
1440131,04,01,1,1,09,01,14,001410
1440140,05,01,1,1,05,01,14,000681
1440506,04,01,1,3,06,01,14,000874
1440114,01,01,1,1,02,01,14,000660
1440315,03,01,1,2,07,02,14,001562
1440195,05,01,3,3,13,02,14,001378
1440345,05,01,1,2,04,01,14,000883
0240107,03,01,1,1,05,01,14,000281
1440400,01,01,1,1,03,01,14,000728
1440449,02,01,4,5,06,01,14,001174
1440062,05,01,1,2,10,01,14,001658
1440584,04,01,1,3,02,01,14,000856
1440583,03,01,2,2,08,02,14,001174
1440594,03,01,2,3,02,01,14,000711
1440168,03,01,1,3,03,02,14,000743
1490018,15,01,2,2,04,01,14,000769
1440527,03,01,1,3,02,01,14,000630
1440371,03,01,2,3,03,02,14,000742
1440315,05,01,1,1,03,01,14,000781
1440454,02,01,5,5,02,02,14,000537
1440104,04,01,1,1,06,01,14,000823
1440493,04,01,1,1,10,01,14,001614
1440592,04,01,1,2,05,01,14,001516
1440592,04,01,1,1,04,01,14,000758
1440112,01,01,2,2,05,01,14,001474
1440283,02,01,2,2,05,01,14,000884
1440475,04,01,1,1,02,02,14,000731
1440279,01,01,3,5,09,01,14,000673
1440140,04,01,1,1,10,01,14,000681
1490004,14,01,2,2,02,04,14,000688
1440345,05,01,1,1,02,01,14,000883
1440527,02,01,1,1,05,03,14,001890
1440168,04,01,3,5,03,02,14,000743
1440454,02,01,1,5,02,02,14,000537
1440592,01,01,3,4,03,01,14,000758
1440178,04,01,1,1,02,04,14,000712
1440408,05,01,1,1,10,02,14,002196
2740355,03,01,1,1,07,02,14,000732
1440168,03,01,2,3,03,02,14,000743
1440547,04,01,2,2,05,01,14,002787
1440283,02,01,2,2,09,01,14,000884
1440103,04,01,1,2,02,02,14,000765
1440253,02,01,1,1,11,03,14,002385
1440587,02,01,2,2,03,01,14,000831
1440574,01,01,1,1,04,01,14,000806
1440283,02,01,1,2,09,01,14,000884
1440241,01,01,4,4,03,01,14,000817
1440454,02,01,3,5,02,02,14,000537
1440057,04,01,1,1,13,03,14,003168
1440583,02,01,4,5,09,01,14,000587
1440574,03,01,2,5,08,01,14,002418
1460008,09,01,1,1,07,01,14,001048
1440084,05,01,1,1,02,02,14,000823
1440587,04,01,1,1,09,01,14,002493
1440039,01,01,4,5,03,01,14,000965
1440144,03,01,1,1,05,01,14,000880
1440574,01,01,1,1,03,01,14,000806
1440103,01,01,2,4,03,03,14,000765
1440475,03,01,2,3,09,01,14,000731
1440250,02,01,1,1,02,02,14,000755
1440449,02,01,1,5,06,01,14,001174
1440408,05,01,1,5,03,02,14,001025
1440327,02,01,1,1,02,03,14,000666
1440178,02,01,1,1,03,03,14,000712
1440039,01,01,5,5,03,01,14,000965
1440454,04,01,3,3,02,02,14,000537
1440547,01,01,1,1,09,03,14,002787
1440345,05,01,1,1,03,01,14,000883
1440409,03,01,1,1,03,01,14,000818
1440408,05,01,3,5,03,02,14,001025
1440167,02,01,2,2,02,01,14,000882
1440057,03,01,2,2,02,01,14,000792
1440103,02,01,1,1,02,03,14,000765
1440232,05,01,5,5,03,01,14,000608
1440241,01,01,2,4,03,01,14,000817
1440547,01,01,3,5,03,03,14,003716
1440153,03,01,1,2,05,02,14,001668
1440194,02,01,1,1,05,04,14,003652
1440583,03,01,1,2,02,02,14,000587
0640089,01,01,1,1,09,02,14,000252
1440493,05,01,1,1,03,02,14,000807
1440408,05,01,4,5,03,02,14,001025
1440284,02,01,1,2,02,02,14,000740
1440118,01,01,1,2,02,01,14,000880
1440409,05,01,1,1,06,04,14,003272
1490023,11,01,1,1,05,01,14,000729
1440253,03,01,3,3,02,02,14,000795
1440306,05,01,3,5,03,02,14,001003
1440493,04,01,3,3,09,01,14,001614
1440177,02,01,1,1,09,01,14,002900
1440241,01,01,3,4,03,01,14,000817
1440585,05,01,1,2,03,01,14,000740
1440047,02,01,1,1,02,02,14,000840
1440587,04,01,1,1,03,01,14,000831
2800342,01,01,1,1,03,03,14,000378
1440279,01,01,4,5,09,01,14,000673
1440177,05,01,1,1,03,02,14,000725
1440310,02,01,2,2,02,02,14,000783
1440153,03,01,1,1,01,02,14,000834
1440250,02,01,1,1,13,02,14,001510
1440585,05,01,1,1,08,01,14,001480
1440493,05,01,1,3,08,02,14,001614
1440131,05,01,1,2,02,01,14,000705
1440585,05,01,2,2,03,01,14,000740
1440583,03,01,1,2,08,02,14,001174
0650109,03,01,1,1,04,01,14,000064
1440547,01,01,4,5,03,03,14,003716
1440279,01,01,5,5,09,01,14,000673
1440582,01,01,1,1,03,02,14,000894
1440546,05,01,1,1,05,02,14,002667
1440148,04,01,1,2,02,01,14,000771
3260010,02,01,1,1,02,01,14,000140
1440157,01,01,1,2,02,01,14,000855
1440366,04,01,1,1,05,01,14,002328
1440585,05,01,1,3,02,01,14,000740
1440585,02,01,2,2,05,02,14,002220
1440025,03,01,3,3,02,01,14,000824
1440101,02,01,2,3,11,01,14,001126
1440101,02,01,1,3,11,01,14,001126
1460016,07,01,1,1,01,01,14,000786
1440030,01,01,1,1,05,01,14,000904
1450039,10,01,1,1,05,03,14,002148
1440101,04,01,1,1,02,01,14,000563
1440408,03,01,4,4,02,01,14,000732
1440408,05,01,2,5,03,02,14,001025
1440194,03,01,2,2,07,01,14,001826
1440345,05,01,2,2,04,01,14,000883
0640026,02,01,2,4,10,01,14,000237
2050060,11,01,1,1,08,02,14,000430
1440454,02,01,2,5,02,02,14,000537
1440057,03,01,1,2,02,01,14,000792
1440400,01,01,1,2,02,01,14,000728
1440131,05,01,1,3,05,01,14,000705
1440583,02,01,1,5,09,01,14,000587
1440114,04,01,1,1,03,01,14,000660
1440306,05,01,2,5,03,02,14,001003
1440306,05,01,2,2,01,02,14,000836
2140174,01,01,1,1,06,01,14,000736
1440583,02,01,5,5,09,01,14,000587
1440144,05,01,2,2,05,03,14,003520
2500336,02,01,1,1,09,01,14,000394
1440246,04,01,1,1,05,01,14,002289
0650109,03,01,1,1,01,01,14,000064
1440546,04,01,1,1,05,04,14,003556
1440408,05,01,1,2,02,02,14,000732
1440101,02,01,1,2,08,01,14,001126
1440506,04,01,2,3,06,01,14,000874
1440131,04,01,1,1,03,01,14,000705
1440246,02,01,1,1,08,01,14,002289
1440279,01,01,2,5,09,01,14,000673
1440101,02,01,3,3,03,01,14,000563
1440409,02,01,1,1,01,01,14,000818
1440574,01,01,1,1,02,01,14,000806
1440358,01,01,1,1,06,02,14,001962
1440239,03,01,1,1,02,01,14,000969
1440232,05,01,3,5,03,01,14,000608
1440493,05,01,2,3,07,02,14,001614
1490018,15,01,1,2,04,01,14,000769
1440493,05,01,1,3,07,02,14,001614
1440585,02,01,1,2,05,02,14,002220
1440547,01,01,1,5,03,03,14,003716
1440343,04,02,1,1,06,02,14,001528
1440144,05,01,1,2,05,03,14,003520
1440454,01,01,5,5,02,02,14,000537
1440493,05,01,1,1,04,02,14,000807
1440585,01,01,1,1,09,01,14,001480
1440449,01,01,1,1,08,01,14,001956
1440306,05,01,1,5,03,02,14,001003
1440238,05,01,1,2,05,01,14,000888
1440408,03,01,2,4,02,01,14,000732
1440585,05,01,3,3,02,01,14,000740
1440103,01,01,4,4,03,03,14,000765
1440309,02,01,1,1,08,02,14,003756
1440454,01,01,4,5,02,02,14,000537
1440592,01,01,2,4,03,01,14,000758
1440454,01,01,3,5,02,02,14,000537
0140249,03,01,1,1,07,01,14,000380
1440279,01,01,1,1,06,01,14,000673
1440131,05,01,2,2,02,01,14,000705
1440547,01,01,5,5,03,03,14,003716
1440071,02,01,1,1,02,01,14,000853
1440194,03,01,1,2,07,01,14,001826
1440232,05,01,4,5,03,01,14,000608
1440361,05,01,1,2,03,01,14,000912
1440493,05,01,2,3,08,02,14,001614
1440587,05,01,1,1,04,01,14,000831
1440583,02,01,3,5,09,01,14,000587
1440213,01,01,1,1,03,03,14,000859
1440131,04,01,1,1,02,01,14,000705
1440030,05,01,1,1,02,02,14,000904
1440101,02,01,2,3,03,01,14,000563
1440148,04,01,2,2,02,01,14,000771
1440408,03,01,3,4,02,01,14,000732
1440103,01,01,1,4,03,03,14,000765
1440194,03,01,2,2,03,01,14,000913
1440030,04,01,1,1,08,01,14,001808
1440493,05,01,3,3,07,02,14,001614
1440354,04,01,1,1,05,04,14,002844
1440025,03,01,1,3,02,01,14,000824
1440408,05,01,2,2,02,02,14,000732
1440583,02,01,2,5,09,01,14,000587
1440493,05,01,3,3,08,02,14,001614
1440101,02,01,2,2,08,01,14,001126
1440310,02,01,1,2,02,02,14,000783
1440547,01,01,2,5,03,03,14,003716
1440103,01,01,3,4,03,03,14,000765
1440101,02,01,3,3,11,01,14,001126
1440408,05,01,1,1,11,02,14,002196
1440030,04,01,1,1,02,01,14,000904
1440408,05,01,1,1,01,02,14,000732
1440565,05,01,1,1,02,02,14,000655
1440408,03,01,1,4,02,01,14,000732
1450003,18,01,1,1,10,01,14,000322
1440408,02,01,1,1,01,02,14,000732
0650108,05,01,1,1,04,01,14,000078
1440147,03,01,1,1,05,04,14,003584
1440177,02,01,1,1,02,01,14,000725
1440232,05,01,1,1,08,01,14,000608
1440017,04,01,1,1,05,03,14,004700
1450052,20,01,1,1,08,01,14,000744
1440278,02,01,1,1,09,01,14,001594
1440030,04,01,1,1,04,01,14,000904
1840410,03,01,1,1,03,01,14,000191
1400017,19,01,1,1,09,01,14,001923
1440283,05,01,1,1,04,02,14,000884
1440434,04,01,1,1,04,01,14,000890
1450029,02,01,1,1,08,01,14,000727
1450029,03,01,1,2,02,01,14,000727
1450029,03,01,2,2,02,01,14,000727
1450029,03,01,1,1,03,01,14,000727
1450029,03,01,1,1,07,01,14,001454
1450029,10,01,1,1,09,01,14,000727
1450029,12,01,1,1,10,02,14,002181
1440131,05,01,1,1,08,01,14,000705
1860010,02,01,1,1,05,03,14,000636
0650089,20,01,1,1,12,01,14,000198
1450031,08,01,1,1,02,01,14,000686
1450031,11,01,1,1,02,01,14,000686
1450031,07,01,1,1,03,02,14,000686
1450053,05,01,1,1,09,02,14,003530
1460017,12,01,1,2,04,02,14,000839
1460017,12,01,2,2,04,02,14,000839
1460017,15,01,1,1,07,02,14,003356
3260025,19,01,1,1,02,01,14,000267
0640181,05,02,1,1,10,01,14,000138
1400001,15,01,1,1,02,02,14,001060
1800017,14,01,1,1,02,02,14,000165
2800330,03,01,1,1,08,02,14,001329
1850012,01,01,1,1,11,01,14,000170
1440397,05,01,1,1,01,01,14,000814
1440397,05,01,1,1,02,01,14,000814
1450050,01,01,1,2,02,01,14,000666
1450050,01,01,2,2,02,01,14,000666
1450050,01,01,1,1,04,01,14,000666
1450050,01,01,1,1,05,01,14,001332
1450050,03,01,1,1,03,01,14,000666
1450050,03,01,1,2,04,01,14,000666
1450050,03,01,2,2,04,01,14,000666
1450054,01,01,1,3,09,01,14,000705
1450054,01,01,2,3,09,01,14,000705
1450054,01,01,3,3,09,01,14,000705
2140340,03,01,1,1,07,01,14,001676
1640399,03,01,1,1,08,01,14,000742
1450032,05,01,1,1,05,03,14,002418
1400003,02,01,1,1,10,01,14,000320
2350017,01,01,1,1,07,01,14,000424
1400013,05,01,1,2,03,02,14,000852
1400013,05,01,2,2,03,02,14,000852
1400020,03,01,1,1,03,01,14,000569
1400011,01,01,1,2,04,02,14,000491
1450001,04,01,1,1,07,02,14,001932
1450001,05,01,1,1,09,01,14,001288
1450016,05,01,1,1,05,05,14,003132
1450032,02,01,1,1,03,02,14,000806
1450001,04,01,1,1,02,02,14,000644
1450005,03,01,1,1,03,02,14,000866
1450005,04,01,1,1,09,01,14,001732
1400011,01,01,2,2,04,02,14,000491
1400011,03,01,2,2,02,03,14,000491
1400013,02,01,1,1,05,01,14,000852
1450016,01,01,1,2,03,01,14,000783
1450016,01,01,1,1,09,01,14,001566
1450020,02,01,1,1,09,02,14,001356
1450038,04,01,1,1,13,01,14,001250
1450042,02,01,1,1,04,02,14,000818
1450042,05,01,1,1,04,01,14,000818
1450046,03,01,1,1,03,01,14,000500
1450046,04,01,1,1,04,02,14,000500
1400003,01,01,1,2,03,01,14,000320
1400003,01,01,2,2,03,01,14,000320
1400003,02,01,1,1,03,01,14,000320
1400011,03,01,1,2,02,03,14,000491
1400013,02,01,1,1,09,01,14,000852
1400003,01,01,1,1,04,01,14,000320
1400009,05,01,1,1,04,02,14,000672
1450016,01,01,2,2,03,01,14,000783
1450016,05,01,1,1,07,05,14,003132
1450038,02,01,1,1,09,02,14,001875
1450038,04,01,1,1,09,01,14,001250
1850012,08,01,1,1,09,01,14,000340
2550075,01,01,2,2,02,01,14,000221
2550075,01,01,1,2,02,01,14,000221
2550075,01,01,1,1,06,01,14,000221
1440009,03,01,3,4,02,02,14,000670
1440391,03,01,1,1,08,01,14,001662
1440239,04,01,1,1,04,02,14,000969
1440119,02,01,1,3,04,01,14,000610
1440009,03,01,2,4,02,02,14,000670
1440119,04,01,1,1,03,05,14,000610
1440106,01,01,1,1,08,02,14,002205
1440119,02,01,3,3,04,01,14,000610
1440119,04,01,1,1,11,05,14,003050
1440119,04,01,1,1,02,05,14,000610
1440119,05,01,1,1,06,01,14,001220
1440119,04,01,1,1,05,05,14,003050
1440544,01,01,3,3,03,01,14,000682
1440119,04,01,1,1,10,05,14,003050
1440544,01,01,2,3,03,01,14,000682
1440304,05,01,1,1,09,02,14,002559
1440239,04,01,1,1,03,02,14,000969
1440009,03,01,4,4,02,02,14,000670
1440009,03,01,1,4,02,02,14,000670
1440009,05,01,1,1,09,02,14,002010
1440544,01,01,1,1,01,01,14,000682
1440119,02,01,1,1,03,01,14,000610
1440009,05,01,1,1,02,02,14,000670
1440383,03,01,1,1,05,03,14,002572
1440017,03,01,1,1,05,02,14,002350
1440119,02,01,2,3,04,01,14,000610
1440017,04,01,1,1,03,03,14,001175
1440544,01,01,1,1,09,01,14,002728
1440355,04,01,1,1,06,03,14,002476
1440239,03,01,1,1,09,01,14,001938
1440017,04,01,1,1,04,03,14,001175
1440304,05,01,1,1,10,02,14,002559
0650057,12,01,1,1,09,02,14,000114
1460008,09,01,1,2,02,01,14,000524
1460008,09,01,2,2,02,01,14,000524
1460008,17,01,1,1,09,01,14,001048
1460015,04,01,1,1,03,02,14,000850
1450051,06,01,1,1,10,03,14,002721
1450051,06,01,1,1,11,03,14,002721
1450051,08,01,1,2,03,04,14,000907
1450051,08,01,2,2,03,04,14,000907
1450051,08,01,1,1,05,04,14,004535
1450051,08,01,1,1,08,04,14,004535
1450051,11,01,1,1,03,02,14,000907
1450051,11,01,1,1,09,02,14,001814
1450051,13,01,1,1,02,02,14,000907
1450051,13,01,1,1,10,02,14,001814
1490029,03,01,1,1,10,02,14,002676
1490029,03,01,1,1,11,02,14,002676
1450036,20,01,1,1,09,02,14,002824
1400024,02,01,1,1,10,01,14,001568
1400024,10,01,1,2,03,01,14,000784
1450036,17,01,1,1,09,01,14,001412
1450036,17,01,1,1,10,01,14,001412
1450036,05,01,1,1,02,01,14,000706
1450036,05,01,1,1,09,01,14,001412
1450036,14,01,1,1,09,01,14,000706
1450036,16,01,1,1,03,01,14,000706
1450041,16,01,1,1,09,03,14,002271
1400024,02,01,1,1,02,01,14,000784
1400024,06,01,1,1,03,01,14,000784
1400024,10,01,2,2,03,01,14,000784
1450041,01,01,1,1,09,01,14,001514
1450013,17,01,1,1,09,01,14,000788
1450033,06,01,1,1,09,01,14,002310
1450033,12,01,2,3,09,02,14,003080
1450033,12,01,3,3,09,02,14,003080
1450033,18,01,1,1,09,01,14,001540
1450013,03,01,1,1,06,03,14,003152
1450013,05,01,1,1,09,02,14,002364
1450033,12,01,1,1,04,02,14,000770
1450033,12,01,1,3,09,02,14,003080
1450013,01,01,1,1,09,03,14,002364
1450033,12,01,1,1,07,02,14,003080
0600023,03,01,1,1,10,01,14,000240
1400014,02,01,1,1,10,03,14,002960
1450007,04,01,1,1,03,02,14,001028
1450007,06,01,1,1,02,01,14,001028
1450056,02,01,1,1,08,02,14,003292
1450056,05,01,1,1,09,01,14,000823
1450056,09,01,1,1,03,02,14,000823
1450002,10,01,1,1,10,01,14,001518
1400007,07,01,1,1,09,02,14,003220
1400007,11,01,1,1,02,02,14,000805
1450002,03,01,1,1,06,02,14,001518
1450002,04,01,2,5,09,02,14,002125
1450002,04,01,3,5,09,02,14,002125
1450007,16,01,2,2,04,01,14,001028
1450002,04,01,1,5,09,02,14,002125
1450002,04,01,4,5,09,02,14,002125
1450002,04,01,5,5,09,02,14,002125
1450002,14,01,1,1,03,02,14,000759
1450002,14,01,1,1,09,02,14,001518
1450002,15,01,1,1,03,03,14,000759
1450002,15,01,1,1,10,03,14,003036
1400007,01,01,1,1,02,02,14,000805
1450007,03,01,1,1,02,02,14,001028
1450007,03,01,1,1,03,02,14,001028
1450007,03,01,1,1,04,02,14,001028
1450007,09,01,1,1,04,01,14,001028
1450007,11,01,1,1,10,03,14,003084
1450007,14,01,1,1,04,02,14,001028
1450007,16,01,1,2,02,01,14,001028
1450007,16,01,2,2,02,01,14,001028
1450007,16,01,1,2,03,01,14,001028
1450007,16,01,2,2,03,01,14,001028
1450007,16,01,1,2,04,01,14,001028
1450039,04,01,1,1,02,01,14,000716
1450039,04,01,1,1,09,01,14,002148
1450039,07,01,1,2,09,02,14,005728
1450039,07,01,2,2,09,02,14,005728
1450039,11,01,1,2,02,02,14,000716
1450039,11,01,2,2,02,02,14,000716
1450039,11,01,1,1,09,02,14,001432
1450039,12,01,1,1,02,03,14,000716
1450039,12,01,1,1,08,03,14,002148
1450039,12,01,1,1,10,03,14,002148
1450039,12,01,1,1,11,03,14,002148
1450039,15,01,1,1,09,01,14,001432
1450039,16,01,1,2,02,02,14,000716
1450039,16,01,2,2,02,02,14,000716
1450039,20,01,1,3,02,01,14,000716
1450039,20,01,3,3,02,01,14,000716
